자격구분코드,자격구분명,계열명,종목명
W,일학습병행자격,L5,자산운용_L5_ver1.0
W,일학습병행자격,L3,공연조명_L3_ver1.0
W,일학습병행자격,L5,공연무대의상_L5_ver1.0
W,일학습병행자격,L5,학예_L5_ver1.0
W,일학습병행자격,L3,호텔객실(서비스사)_L3_ver1.0
W,일학습병행자격,L3,토목설계_L3_ver1.0
W,일학습병행자격,L5,해양측량관측_L5_ver1.0
W,일학습병행자격,L5,항공기정비_L5_ver1.0
W,일학습병행자격,L2,탄소제품제조_L2_ver1.0
W,일학습병행자격,L3,석유화학제품제조(산알칼리)_L3_ver1.0
W,일학습병행자격,L4,신발제조_L4_ver1.0
W,일학습병행자격,L2,전기시공_L2_ver1.0
W,일학습병행자격,L5,철도신호시공_L5_ver1.0
W,일학습병행자격,L3,유제품가공(농축건조)_L3_ver1.0
W,일학습병행자격,L3,어로관리_L3_ver1.0
W,일학습병행자격,L3,마케팅·커뮤니케이션_L3_ver2.0
W,일학습병행자격,L5,광고·홍보_L5_ver2.0
W,일학습병행자격,L5,마케팅전략기획_L5_ver2.0
W,일학습병행자격,L5,마케팅통계분석_L5_ver2.0
W,일학습병행자격,L3,총무·인사_L3_ver2.0
W,일학습병행자격,L5,총무·인사_L5_ver2.0
W,일학습병행자격,L2,세무·회계정보관리_L2_ver2.0
W,일학습병행자격,L3,세무·회계정보관리_L3_ver2.0
W,일학습병행자격,L4,산업물류_L4_ver2.0
W,일학습병행자격,L3,생산관리_L3_ver2.0
W,일학습병행자격,L5,생산관리_L5_ver2.0
W,일학습병행자격,L3,품질경영_L3_ver2.0
W,일학습병행자격,L5,품질경영_L5_ver2.0
W,일학습병행자격,L5,은행금융자산관리_L5_ver2.0
W,일학습병행자격,L5,증권금융자산관리_L5_ver2.0
W,일학습병행자격,L5,신용분석_L5_ver2.0
W,일학습병행자격,L5,채권관리_L5_ver2.0
W,일학습병행자격,L3,신용카드운영_L3_ver2.0
W,일학습병행자격,L5,투자금융(IB)_L5_ver2.0
W,일학습병행자격,L3,보험영업·계약관리_L3_ver2.0
W,일학습병행자격,L5,보험영업·계약관리_L5_ver2.0
W,일학습병행자격,L5,출판에디터_L5_ver2.0
W,일학습병행자격,L2,평판인쇄_L2_ver2.0
W,일학습병행자격,L4,프리프레스_L4_ver2.0
W,일학습병행자격,L3,특수인쇄_L3_ver2.0
W,일학습병행자격,L3,소믈리에_L3_ver2.0
W,일학습병행자격,L3,바리스타_L3_ver2.0
W,일학습병행자격,L3,바텐더_L3_ver2.0
W,일학습병행자격,L3,토목·건축관리_L3_ver2.0
W,일학습병행자격,L2,토공·포장_L2_ver2.0
W,일학습병행자격,L3,토목설계_L3_ver2.0
W,일학습병행자격,L5,토목설계_L5_ver2.0
W,일학습병행자격,L3,상하수도시공_L3_ver2.0
W,일학습병행자격,L2,궤도시공_L2_ver2.0
W,일학습병행자격,L2,수중구조물시공및준설_L2_ver2.0
W,일학습병행자격,L5,토목시공관리_L5_ver2.0
W,일학습병행자격,L2,측량·지리정보개발_L2_ver2.0
W,일학습병행자격,L5,측량·지리정보개발_L5_ver2.0
W,일학습병행자격,L3,건축설계_L3_ver2.0
W,일학습병행자격,L5,건축구조설계_L5_ver2.0
W,일학습병행자격,L2,목공·수장시공_L2_ver2.0
W,일학습병행자격,L2,미장·방수·타일시공_L2_ver2.0
W,일학습병행자격,L2,건축도장시공_L2_ver2.0
W,일학습병행자격,L2,철근콘크리트·가설시공_L2_ver2.0
W,일학습병행자격,L5,석유화학제품제조(합성원료)_L5_ver1.0
W,일학습병행자격,L5,정밀화학제품제조(계면활성제)_L5_ver1.0
W,일학습병행자격,L5,정밀화학제품제조(농약)_L5_ver1.0
W,일학습병행자격,L5,정밀화학제품제조(색소)_L5_ver1.0
W,일학습병행자격,L5,정밀화학제품제조(접착제)_L5_ver1.0
W,일학습병행자격,L5,정밀화학제품제조(첨가제)_L5_ver1.0
W,일학습병행자격,L5,플라스틱제품제조(사출)_L5_ver1.0
W,일학습병행자격,L5,플라스틱제품제조(중공진공)_L5_ver1.0
W,일학습병행자격,L5,플라스틱제품제조(코팅)_L5_ver1.0
W,일학습병행자격,L5,화학공정유지운영_L5_ver1.0
W,일학습병행자격,L5,화학물질분석_L5_ver1.0
W,일학습병행자격,L5,화학물질취급관리_L5_ver1.0
W,일학습병행자격,L4,선박의장_L4_ver3.0
W,일학습병행자격,L3,항공기기체정비_L3_ver3.0
W,일학습병행자격,L2,강관제조_L2_20V1
W,일학습병행자격,L4,강관제조_L4_20V1
W,일학습병행자격,L2,도금_L2_20V1
W,일학습병행자격,L4,도금_L4_20V1
W,일학습병행자격,L2,금속도장_L2_20V1
W,일학습병행자격,L4,금속도장_L4_20V1
W,일학습병행자격,L2,수동용접(CO2용접)_L2_20V1
W,일학습병행자격,L2,수동용접(가스텅스텐아크용접)_L2_20V1
W,일학습병행자격,L2,수동용접(가스메탈아크용접)_L2_20V1
W,일학습병행자격,L4,수동용접(CO2용접)_L4_20V1
W,일학습병행자격,L4,수동용접(가스텅스텐아크용접)_L4_20V1
W,일학습병행자격,L4,수동용접(가스메탈아크용접)_L4_20V1
W,일학습병행자격,L2,자동용접(로봇용접)_L2_20V1
W,일학습병행자격,L4,자동용접(로봇용접)_L4_20V1
W,일학습병행자격,L4,세라믹제조_L4_20V1
W,일학습병행자격,L2,세라믹제조_L2_20V1
W,일학습병행자격,L2,유리재료제조_L2_20V1
W,일학습병행자격,L4,유리재료제조_L4_20V1
W,일학습병행자격,L2,탄소제품제조_L2_20V1
W,일학습병행자격,L4,탄소제품제조_L4_20V1
W,일학습병행자격,L5,화학물질분석_L5_20V1
W,일학습병행자격,L3,화학물질분석_L3_20V1
W,일학습병행자격,L5,화학물질취급관리_L5_20V1
W,일학습병행자격,L3,화학물질취급관리_L3_20V1
W,일학습병행자격,L3,기초석유화학제품제조_L3_20V1
W,일학습병행자격,L5,기초석유화학제품제조_L5_20V1
W,일학습병행자격,L3,고분자복합재료제조_L3_20V1
W,일학습병행자격,L5,고분자복합재료제조_L5_20V1
W,일학습병행자격,L3,고분자제품제조_L3_20V1
W,일학습병행자격,L3,의약품제조_L3_20V1
W,일학습병행자격,L5,의약품제조_L5_20V1
W,일학습병행자격,L3,화장품제조_L3_20V1
W,일학습병행자격,L5,화장품제조_L5_20V1
W,일학습병행자격,L3,검수_L3_ver1.0
W,일학습병행자격,L3,해상교통관제_L3_ver1.0
W,일학습병행자격,L4,부동산경·공매_L4_ver1.0
W,일학습병행자격,L5,건설사업관리_L5_ver1.0
W,일학습병행자격,L5,산업환경기계설비_L5_ver1.0
W,일학습병행자격,L5,해양자원탐사·개발관리_L5_ver1.0
W,일학습병행자격,L3,건축사업관리_L3_ver1.0
W,일학습병행자격,L5,재무기획관리_L5_ver1.0
W,일학습병행자격,L4,산업물류_L4_ver1.0
W,일학습병행자격,L3,품질보증_L3_ver1.0
W,일학습병행자격,L3,손해사정_L3_ver1.0
W,일학습병행자격,L5,평생교육프로그램개발운영_L5_ver1.0
W,일학습병행자격,L5,소방공사관리_L5_ver1.0
W,일학습병행자격,L5,의료기관의료기기안전_L5_ver1.0
W,일학습병행자격,L4,보육현장_L4_ver1.0
W,일학습병행자격,L5,구매조달관리_L5_ver1.0
W,일학습병행자격,L5,자재관리_L5_ver1.0
W,일학습병행자격,L5,품질기획_L5_ver1.0
W,일학습병행자격,L5,품질보증_L5_ver1.0
W,일학습병행자격,L5,SCM관리_L5_ver1.0
W,일학습병행자격,L4,경영통계분석_L4_ver1.0
W,일학습병행자격,L4,광고홍보_L4_ver1.0
W,일학습병행자격,L4,마케팅전략기획_L4_ver1.0
W,일학습병행자격,L4,품질운영_L4_ver1.0
W,일학습병행자격,L3,공정관리_L3_ver1.0
W,일학습병행자격,L3,구매조달관리_L3_ver1.0
W,일학습병행자격,L3,세무·회계정보관리_L3_ver1.0
W,일학습병행자격,L3,수출입관리_L3_ver1.0
W,일학습병행자격,L3,총무·인사_L3_ver1.0
W,일학습병행자격,L3,품질운영_L3_ver1.0
W,일학습병행자격,L3,SCM관리_L3_ver1.0
W,일학습병행자격,L2,세무·회계정보관리_L2_ver1.0
W,일학습병행자격,L5,계약심사(언더라이팅)_L5_ver1.0
W,일학습병행자격,L3,금융업무관리_L3_ver1.0
W,일학습병행자격,L5,손해사정_L5_ver1.0
W,일학습병행자격,L5,신용분석_L5_ver1.0
W,일학습병행자격,L5,인보험계약심사(언더라이팅)_L5_ver2.0
W,일학습병행자격,L5,재물보험계약심사(언더라이팅)_L5_ver2.0
W,일학습병행자격,L3,사출금형제작_L3_ver2.0
W,일학습병행자격,L3,프레스금형설계_L3_ver2.0
W,일학습병행자격,L5,프레스금형설계_L5_ver2.0
W,일학습병행자격,L3,프레스금형제작_L3_ver2.0
W,일학습병행자격,L3,금속재료평가_L3_ver2.0
W,일학습병행자격,L4,금속재료평가_L4_ver2.0
W,일학습병행자격,L5,금속재료설계_L5_ver2.0
W,일학습병행자격,L2,제선_L2_ver2.0
W,일학습병행자격,L4,제선_L4_ver2.0
W,일학습병행자격,L4,제강_L4_ver2.0
W,일학습병행자격,L4,열간압연_L4_ver2.0
W,일학습병행자격,L2,냉간압연_L2_ver2.0
W,일학습병행자격,L2,비철금속건식제련_L2_ver2.0
W,일학습병행자격,L4,비철금속건식제련_L4_ver2.0
W,일학습병행자격,L4,비철금속습식제련_L4_ver2.0
W,일학습병행자격,L2,주조_L2_ver2.0
W,일학습병행자격,L4,주조_L4_ver2.0
W,일학습병행자격,L3,단조압출인발(단조)_L3_ver2.0
W,일학습병행자격,L3,단조압출인발(압출인발)_L3_ver2.0
W,일학습병행자격,L4,열처리_L4_ver2.0
W,일학습병행자격,L2,선재가공_L2_ver2.0
W,일학습병행자격,L4,선재가공_L4_ver2.0
W,일학습병행자격,L3,판금제관_L3_ver2.0
W,일학습병행자격,L2,강관제조_L2_ver2.0
W,일학습병행자격,L4,강관제조_L4_ver2.0
W,일학습병행자격,L2,도금_L2_ver2.0
W,일학습병행자격,L4,도금_L4_ver2.0
W,일학습병행자격,L2,금속도장_L2_ver2.0
W,일학습병행자격,L3,광산환경관리_L3_ver1.0
W,일학습병행자격,L3,바이오에너지생산기술_L3_ver1.0
W,일학습병행자격,L3,비파괴검사관리_L3_ver1.0
W,일학습병행자격,L3,산업안전관리_L3_ver1.0
W,일학습병행자격,L3,산업환경보건관리_L3_ver1.0
W,일학습병행자격,L3,실내공기질관리_L3_ver1.0
W,일학습병행자격,L3,바이오제품제조_L3_ver1.0
W,일학습병행자격,L3,석유화학제품제조(비료)_L3_ver1.0
W,일학습병행자격,L3,석유화학제품제조(석유)_L3_ver1.0
W,일학습병행자격,L3,석유화학제품제조(석유화학)_L3_ver1.0
W,일학습병행자격,L3,석유화학제품제조(합성수지)_L3_ver1.0
W,일학습병행자격,L3,석유화학제품제조(합성원료)_L3_ver1.0
W,일학습병행자격,L3,정밀화학제품제조(계면활성제)_L3_ver1.0
W,일학습병행자격,L3,나전칠기_L3_ver2.0
W,일학습병행자격,L3,칠공예_L3_ver2.0
W,일학습병행자격,L3,목공예_L3_ver2.0
W,일학습병행자격,L2,석공예_L2_ver2.0
W,일학습병행자격,L3,금속공예_L3_ver2.0
W,일학습병행자격,L3,도자공예_L3_ver2.0
W,일학습병행자격,L3,섬유공예_L3_ver2.0
W,일학습병행자격,L2,단위화훼장식_L2_ver2.0
W,일학습병행자격,L4,단위화훼장식_L4_ver2.0
W,일학습병행자격,L3,가구제작_L3_ver2.0
W,일학습병행자격,L2,주얼리머천다이징_L2_ver2.0
W,일학습병행자격,L4,주얼리머천다이징_L4_ver2.0
W,일학습병행자격,L3,보석감정_L3_ver2.0
W,일학습병행자격,L3,보석디자인_L3_ver2.0
W,일학습병행자격,L2,귀금속가공_L2_ver2.0
W,일학습병행자격,L5,기후대기관리_L5_ver2.0
W,일학습병행자격,L5,자원순환관리_L5_ver2.0
W,일학습병행자격,L5,토양지하수관리_L5_ver2.0
W,일학습병행자격,L5,수질관리_L5_ver2.0
W,일학습병행자격,L4,정수장운영관리_L4_ver2.0
W,일학습병행자격,L3,실내공기질관리_L3_ver2.0
W,일학습병행자격,L5,위해성관리_L5_ver2.0
W,일학습병행자격,L3,생태복원관리_L3_ver2.0
W,일학습병행자격,L5,생태복원관리_L5_ver2.0
W,일학습병행자격,L4,환경시설관리_L4_ver2.0
W,일학습병행자격,L5,환경영향평가_L5_ver2.0
W,일학습병행자격,L3,광산조사·탐사_L3_ver2.0
W,일학습병행자격,L5,광산조사·탐사_L5_ver2.0
W,일학습병행자격,L3,광물·석유자원개발_L3_ver2.0
W,일학습병행자격,L3,기능성정밀화학제품제조_L3_20V1
W,일학습병행자격,L5,기능성정밀화학제품제조_L5_20V1
W,일학습병행자격,L3,도료제조_L3_20V1
W,일학습병행자격,L3,바이오의약품제조_L3_20V1
W,일학습병행자격,L5,바이오의약품제조_L5_20V1
W,일학습병행자격,L3,바이오화학제품제조_L3_20V1
W,일학습병행자격,L5,바이오화학제품제조_L5_20V1
W,일학습병행자격,L3,플라스틱사출성형품제조_L3_20V1
W,일학습병행자격,L3,플라스틱압출제품제조_L3_20V1
W,일학습병행자격,L5,플라스틱압출제품제조_L5_20V1
W,일학습병행자격,L3,합섬원사생산_L3_20V1
W,일학습병행자격,L3,방적원사생산_L3_20V1
W,일학습병행자격,L3,제직생산_L3_20V1
W,일학습병행자격,L3,편직생산_L3_20V1
W,일학습병행자격,L3,섬유염색가공_L3_20V1
W,일학습병행자격,L5,섬유염색가공_L5_20V1
W,일학습병행자격,L5,섬유품질경영관리_L5_20V1
W,일학습병행자격,L4,패션머천다이징_L4_20V1
W,일학습병행자격,L4,패션디자인_L4_20V1
W,일학습병행자격,L3,패턴메이킹_L3_20V1
W,일학습병행자격,L3,제직의류생산_L3_20V1
W,일학습병행자격,L3,가죽·모피생산_L3_20V1
W,일학습병행자격,L3,패션소품생산_L3_20V1
W,일학습병행자격,L2,패션제품유통_L2_20V1
W,일학습병행자격,L4,패션제품유통_L4_20V1
W,일학습병행자격,L5,전력계통설계_L5_20V1
W,일학습병행자격,L5,전기기기설계_L5_20V1
W,일학습병행자격,L3,전기기기제작_L3_20V1
W,일학습병행자격,L2,전기기기제작_L2_20V1
W,일학습병행자격,L3,전기설계_L3_20V1
W,일학습병행자격,L5,전기설계_L5_20V1
W,일학습병행자격,L3,전기시공_L3_20V1
W,일학습병행자격,L2,전기시공_L2_20V1
W,일학습병행자격,L5,전기설비시공_L5_20V1
W,일학습병행자격,L2,자동제어기기제작_L2_20V1
W,일학습병행자격,L3,자동제어기기제작_L3_20V1
W,일학습병행자격,L5,채권관리_L5_ver1.0
W,일학습병행자격,L5,투자금융(IB)_L5_ver1.0
W,일학습병행자격,L5,금융자산관리(은행)_L5_ver1.0
W,일학습병행자격,L3,보험영업·계약관리_L3_ver1.0
W,일학습병행자격,L5,경력개발지도_L5_ver1.0
W,일학습병행자격,L5,기업교육_L5_ver1.0
W,일학습병행자격,L5,이러닝시스템개발_L5_ver1.0
W,일학습병행자격,L5,이러닝콘텐츠개발_L5_ver1.0
W,일학습병행자격,L4,이러닝과정운영_L4_ver1.0
W,일학습병행자격,L3,이러닝관리_L3_ver1.0
W,일학습병행자격,L3,직업교육_L3_ver1.0
W,일학습병행자격,L5,기업재난관리_L5_ver1.0
W,일학습병행자격,L5,방재_L5_ver1.0
W,일학습병행자격,L5,지식재산사무_L5_ver1.0
W,일학습병행자격,L4,소방설계·감리_L4_ver1.0
W,일학습병행자격,L4,지식재산사무_L4_ver1.0
W,일학습병행자격,L3,위험물안전관리_L3_ver1.0
W,일학습병행자격,L3,요양보호_L3_ver1.0
W,일학습병행자격,L3,의료코디네이터_L3_ver1.0
W,일학습병행자격,L5,사회복지정책_L5_ver1.0
W,일학습병행자격,L5,전직지원_L5_ver1.0
W,일학습병행자격,L2,어촌체험관리_L2_ver2.0
W,일학습병행자격,L4,어촌체험관리_L4_ver2.0
W,일학습병행자격,L3,어장환경정화관리_L3_ver2.0
W,일학습병행자격,L3,특수인쇄(스크린)_L3_ver1.0
W,일학습병행자격,L5,공정관리_L5_ver1.0
C,과정평가형자격,기사,용접산업기사
W,일학습병행자격,L4,냉동공조시공관리_L4_ver1.0
W,일학습병행자격,L4,와이어방전가공(방전)_L4_ver1.0
W,일학습병행자격,L4,특수가공(워터젯)_L4_ver1.0
W,일학습병행자격,L3,동력기계설치·정비_L3_ver1.0
W,일학습병행자격,L2,비철금속제련_L2_ver1.0
W,일학습병행자격,L2,일반세라믹제조_L2_ver1.0
W,일학습병행자격,L6,반응공정개발운전_L6_ver1.0
W,일학습병행자격,L5,석유화학제품제조(산알칼리)_L5_ver1.0
W,일학습병행자격,L3,연료전지에너지생산기술_L3_ver1.0
W,일학습병행자격,L5,위해성관리_L5_ver1.0
W,일학습병행자격,L3,태양광에너지생산기술_L3_ver1.0
W,일학습병행자격,L3,폐자원에너지생산_L3_ver1.0
W,일학습병행자격,L5,농업환경개선_L5_ver1.0
W,일학습병행자격,L5,농촌체험_L5_ver1.0
W,일학습병행자격,L5,사료생산_L5_ver1.0
W,일학습병행자격,L5,산림보호_L5_ver1.0
W,일학습병행자격,L5,산림조성_L5_ver1.0
W,일학습병행자격,L5,신체손해사정_L5_ver2.0
W,일학습병행자격,L5,차량손해사정_L5_ver2.0
W,일학습병행자격,L5,재물손해사정_L5_ver2.0
W,일학습병행자격,L3,화훼재배_L3_ver1.0
W,일학습병행자격,L5,평생교육프로그램개발운영_L5_ver2.0
W,일학습병행자격,L5,기업교육_L5_ver2.0
W,일학습병행자격,L5,경력지도_L5_ver2.0
W,일학습병행자격,L3,이러닝관리_L3_ver2.0
W,일학습병행자격,L4,이러닝과정운영_L4_ver2.0
W,일학습병행자격,L4,이러닝콘텐츠개발_L4_ver2.0
W,일학습병행자격,L5,학습시스템개발전문가_L5_ver2.0
W,일학습병행자격,L2,지식재산사무_L2_ver2.0
W,일학습병행자격,L5,지식재산사무_L5_ver2.0
W,일학습병행자격,L4,소방설계·감리_L4_ver2.0
W,일학습병행자격,L3,소방공사관리_L3_ver2.0
W,일학습병행자격,L3,위험물안전관리_L3_ver2.0
W,일학습병행자격,L5,방재_L5_ver2.0
W,일학습병행자격,L5,기업재난관리_L5_ver2.0
W,일학습병행자격,L2,요양보호_L2_ver2.0
W,일학습병행자격,L4,의료기관행정관리_L4_ver2.0
W,일학습병행자격,L3,의료코디네이터_L3_ver2.0
W,일학습병행자격,L5,사회복지정책_L5_ver2.0
W,일학습병행자격,L3,사회복지서비스_L3_ver2.0
W,일학습병행자격,L5,사회복지서비스_L5_ver2.0
W,일학습병행자격,L5,직업상담_L5_ver2.0
W,일학습병행자격,L4,취업알선_L4_ver2.0
W,일학습병행자격,L5,전직지원_L5_ver2.0
W,일학습병행자격,L5,광물·석유자원개발_L5_ver2.0
W,일학습병행자격,L5,광산환경관리_L5_ver2.0
W,일학습병행자격,L3,광산보안·화약류관리_L3_ver2.0
C,과정평가형자격,기능사,조주기능사
C,과정평가형자격,기능사,미용사(일반)
C,과정평가형자격,기사,컨벤션기획사2급
C,과정평가형자격,기사,텔레마케팅관리사
W,일학습병행자격,L5,광산보안·화약류관리_L5_ver2.0
W,일학습병행자격,L3,태양광에너지생산기술_L3_ver2.0
W,일학습병행자격,L5,태양광에너지생산기술_L5_ver2.0
W,일학습병행자격,L5,태양열에너지생산기술_L5_ver2.0
W,일학습병행자격,L5,연료전지에너지생산기술_L5_ver2.0
W,일학습병행자격,L5,바이오에너지생산기술_L5_ver2.0
W,일학습병행자격,L3,정밀화학제품제조(색소)_L3_ver1.0
W,일학습병행자격,L3,정밀화학제품제조(의약품)_L3_ver1.0
W,일학습병행자격,L3,정밀화학제품제조(접착제)_L3_ver1.0
W,일학습병행자격,L3,플라스틱제품제조(압출)_L3_ver1.0
W,일학습병행자격,L3,플라스틱제품제조(중공진공)_L3_ver1.0
W,일학습병행자격,L3,플라스틱제품제조(코팅)_L3_ver1.0
W,일학습병행자격,L3,화학물질분석_L3_ver1.0
W,일학습병행자격,L3,화학물질취급관리_L3_ver1.0
W,일학습병행자격,L5,섬유생산공정관리_L5_ver1.0
W,일학습병행자격,L5,섬유염색가공관리_L5_ver1.0
W,일학습병행자격,L5,원사생산관리(방적)_L5_ver1.0
W,일학습병행자격,L5,패션제품유통_L5_ver1.0
W,일학습병행자격,L5,패턴메이킹_L5_ver1.0
W,일학습병행자격,L4,원단생산관리(제직)_L4_ver1.0
W,일학습병행자격,L4,패션제품유통_L4_ver1.0
W,일학습병행자격,L4,편직의류생산_L4_ver1.0
W,일학습병행자격,L3,가죽·모피생산_L3_ver1.0
W,일학습병행자격,L3,비주얼머천다이징_L3_ver1.0
W,일학습병행자격,L3,섬유생산공정관리_L3_ver1.0
W,일학습병행자격,L3,원단생산관리(편직)_L3_ver1.0
C,과정평가형자격,기사,소방설비산업기사(전기분야)
C,과정평가형자격,기사,실내건축기사
W,일학습병행자격,L2,건축도장시공_L2_ver3.0
W,일학습병행자격,L2,궤도시공_L2_ver3.0
W,일학습병행자격,L5,자동제어기기설계_L5_20V1
W,일학습병행자격,L5,전기철도시공_L5_20V1
W,일학습병행자격,L3,전기철도신호시공_L3_20V1
W,일학습병행자격,L2,전기철도신호시공_L2_20V1
W,일학습병행자격,L5,철도신호시공_L5_20V1
W,일학습병행자격,L4,전자기기기획_L4_20V1
W,일학습병행자격,L2,전자기기생산_L2_20V1
W,일학습병행자격,L4,전자기기생산_L4_20V1
W,일학습병행자격,L2,전자기기서비스_L2_20V1
W,일학습병행자격,L4,전자기기서비스_L4_20V1
W,일학습병행자격,L3,전자기기하드웨어개발_L3_20V1
W,일학습병행자격,L5,전자기기하드웨어개발_L5_20V1
W,일학습병행자격,L2,전자기기소프트웨어개발_L2_20V1
W,일학습병행자격,L4,전자기기소프트웨어개발_L4_20V1
W,일학습병행자격,L5,전자기기소프트웨어개발_L5_20V1
W,일학습병행자격,L2,전자기기기구개발_L2_20V1
W,일학습병행자격,L5,전자기기기구개발_L5_20V1
W,일학습병행자격,L5,반도체장비개발_L5_20V1
W,일학습병행자격,L3,반도체장비조립_L3_20V1
W,일학습병행자격,L3,반도체제조운영_L3_20V1
W,일학습병행자격,L3,반도체설계_L3_20V1
W,일학습병행자격,L4,반도체설계_L4_20V1
W,일학습병행자격,L4,디스플레이개발_L4_20V1
W,일학습병행자격,L3,디스플레이생산_L3_20V1
W,일학습병행자격,L4,디스플레이생산_L4_20V1
W,일학습병행자격,L5,로봇기구개발_L5_20V1
W,일학습병행자격,L5,로봇소프트웨어개발_L5_20V1
W,일학습병행자격,L5,로봇제어기하드웨어개발_L5_20V1
W,일학습병행자격,L3,SW개발_L3_20V1
W,일학습병행자격,L5,SW개발_L5_20V1
W,일학습병행자격,L4,패션머천다이징_L4_ver1.0
W,일학습병행자격,L3,섬유염색가공관리_L3_ver1.0
W,일학습병행자격,L3,패션소품생산_L3_ver1.0
W,일학습병행자격,L4,SW테스터_L4_ver1.0
W,일학습병행자격,L3,유선통신운용_L3_ver1.0
W,일학습병행자격,L4,식품품질관리_L4_ver1.0
W,일학습병행자격,L3,농산식품저장·유통_L3_ver1.0
W,일학습병행자격,L5,기후대기관리_L5_ver1.0
W,일학습병행자격,L5,소음진동관리_L5_ver1.0
W,일학습병행자격,L5,토양지하수관리_L5_ver1.0
W,일학습병행자격,L3,전특작재배_L3_ver1.0
W,일학습병행자격,L5,공연무대디자이너_L5_ver1.0
W,일학습병행자격,L5,디지털디자인_L5_ver1.0
W,일학습병행자격,L5,서비스·경험디자인_L5_ver1.0
W,일학습병행자격,L5,실용음악예술(프로덕션)_L5_ver1.0
W,일학습병행자격,L4,문화재보수기능기술(단청)_L4_ver1.0
W,일학습병행자격,L4,스마트앱디자인설계_L4_ver1.0
W,일학습병행자격,L3,공연영상_L3_ver1.0
W,일학습병행자격,L3,제품디자인_L3_ver1.0
W,일학습병행자격,L5,열차운용DIA관리_L5_ver1.0
W,일학습병행자격,L4,정비기지시설물유지보수_L4_ver1.0
W,일학습병행자격,L3,수상레저기구운항_L3_ver1.0
W,일학습병행자격,L3,부동산관리_L3_ver1.0
W,일학습병행자격,L3,신변보호_L3_ver1.0
W,일학습병행자격,L5,호텔객실(지배인)_L5_ver1.0
W,일학습병행자격,L2,건설기계정비_L2_ver2.0
W,일학습병행자격,L2,수상작업용건설기계조종_L2_ver2.0
W,일학습병행자격,L2,천공기조종_L2_ver2.0
W,일학습병행자격,L2,콘크리트공기계조종_L2_ver2.0
W,일학습병행자격,L2,지게차조종_L2_ver2.0
W,일학습병행자격,L2,건설용크레인조종_L2_ver2.0
W,일학습병행자격,L2,항만용크레인조종_L2_ver2.0
W,일학습병행자격,L3,이동식크레인정비_L3_ver2.0
W,일학습병행자격,L2,산업용크레인조종_L2_ver2.0
W,일학습병행자격,L3,굴삭기정비_L3_ver2.0
W,일학습병행자격,L4,청소년활동_L4_ver2.0
W,일학습병행자격,L4,청소년상담복지_L4_ver2.0
W,일학습병행자격,L5,문화예술경영_L5_ver2.0
W,일학습병행자격,L5,문헌정보관리_L5_ver2.0
W,일학습병행자격,L4,실용음악크리에이팅_L4_ver2.0
W,일학습병행자격,L4,실용음악보컬디렉팅_L4_ver2.0
W,일학습병행자격,L5,사진촬영_L5_ver2.0
W,일학습병행자격,L5,공연연출_L5_ver2.0
W,일학습병행자격,L5,공연조명_L5_ver2.0
W,일학습병행자격,L3,공연음향_L3_ver2.0
W,일학습병행자격,L5,공연무대디자인_L5_ver2.0
W,일학습병행자격,L5,공연무대감독_L5_ver2.0
W,일학습병행자격,L5,공연기술감독_L5_ver2.0
W,일학습병행자격,L5,공연무대제작_L5_ver2.0
W,일학습병행자격,L5,공연무대의상_L5_ver2.0
W,일학습병행자격,L3,무대영상_L3_ver2.0
W,일학습병행자격,L5,산림토목_L5_ver1.0
W,일학습병행자격,L5,수산양식_L5_ver1.0
W,일학습병행자격,L5,씨앗생산_L5_ver1.0
W,일학습병행자격,L5,어로관리_L5_ver1.0
W,일학습병행자격,L5,영양체생산_L5_ver1.0
W,일학습병행자격,L5,종자유통_L5_ver1.0
W,일학습병행자격,L5,종축_L5_ver1.0
W,일학습병행자격,L4,동물약품제조_L4_ver1.0
W,일학습병행자격,L4,목재가공_L4_ver1.0
W,일학습병행자격,L4,임산물생산관리_L4_ver1.0
W,일학습병행자격,L4,임업종묘_L4_ver1.0
W,일학습병행자격,L4,펄프·종이제조_L4_ver1.0
W,일학습병행자격,L3,가금사육_L3_ver1.0
W,일학습병행자격,L3,과수재배_L3_ver1.0
W,일학습병행자격,L3,농업환경개선_L3_ver1.0
W,일학습병행자격,L3,버섯재배_L3_ver1.0
W,일학습병행자격,L3,사료생산_L3_ver1.0
W,일학습병행자격,L3,산림조성_L3_ver1.0
W,일학습병행자격,L3,수도작재배_L3_ver1.0
W,일학습병행자격,L3,식품육종_L3_ver1.0
W,일학습병행자격,L3,어장환경정화관리_L3_ver1.0
W,일학습병행자격,L3,원사생산관리(방사)_L3_ver1.0
W,일학습병행자격,L3,원사생산관리(방적)_L3_ver1.0
W,일학습병행자격,L3,제직의류생산_L3_ver1.0
W,일학습병행자격,L3,패턴메이킹_L3_ver1.0
W,일학습병행자격,L3,한복생산_L3_ver1.0
W,일학습병행자격,L2,패션제품유통_L2_ver1.0
W,일학습병행자격,L5,로봇기구개발_L5_ver1.0
W,일학습병행자격,L5,로봇소프트웨어개발_L5_ver1.0
W,일학습병행자격,L2,강구조시공_L2_ver2.0
W,일학습병행자격,L2,건축설비시공_L2_ver2.0
W,일학습병행자격,L3,건축설비_L3_ver2.0
W,일학습병행자격,L3,산업환경기계설비_L3_ver2.0
W,일학습병행자격,L5,산업환경기계설비_L5_ver2.0
